Plasmids	locus_tag	protein_id	E-value_1	E-value_2
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	7e-31	7e-31
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	6.3e-35	6.3e-35
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	1.3e-24	1.3e-24
ABDM02000065.1	BC03BB108_E0020	EDX59411.1	1.3e-37	1.3e-37
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	5.6e-39	5.6e-39
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	1.2e-18	1.2e-18
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	0.0038	0.0038
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	1.1e-08	1.1e-08
ABDM02000065.1	BC03BB108_E0021	EDX59441.1	2.4e-129	2.4e-129
CP027921.1	C1N82_32330	QHV07897.1	0.12	0.12
CP027921.1	C1N82_31810	QHV07801.1	0.019	0.019
CP027921.1	C1N82_32385	QHV07908.1	0.016	0.016
CP027921.1	C1N82_33275	QHV08053.1	0.016	0.016
CP027921.1	C1N82_32330	QHV07897.1	0.018	0.018
CP027921.1	C1N82_31920	-	0.1	0.1
CP027921.1	C1N82_33025	-	0.17	0.17
CP027921.1	C1N82_32330	QHV07897.1	0.0027	0.0027
CP027921.1	C1N82_32385	QHV07908.1	0.0078	0.0078
CP027921.1	C1N82_33275	QHV08053.1	0.0078	0.0078
CP027921.1	C1N82_31810	QHV07801.1	0.14	0.14
CP027921.1	C1N82_32330	QHV07897.1	0.00086	0.00086
CP027921.1	C1N82_32385	QHV07908.1	0.019	0.019
CP027921.1	C1N82_33275	QHV08053.1	0.019	0.019
CP046513.1	GNE09_29365	QGV10646.1	0.034	0.034
CP046513.1	GNE09_30035	QGV10740.1	0.29	0.29
CP029456.1	FORC087_564	QDD87348.1	0.026	0.026
CP016317.1	BA202_27430	ASI80987.1	0.045	0.045
CP016317.1	BA202_27430	ASI80987.1	0.19	0.19
CP003748.1	BCK_27043	AFQ13218.1	0.044	0.044
CP003748.1	BCK_26978	AFQ13205.1	0.12	0.12
CP003748.1	BCK_27043	AFQ13218.1	0.19	0.19
CP001748.1	BACI_pCIXO200300	ADK08275.1	0.08	0.08
CP011154.1	WR51_30165	ANC17180.1	2.4e-05	2.4e-05
CP011154.1	WR51_29260	ANC17017.1	0.23	0.23
CP011154.1	WR51_30165	ANC17180.1	0.00048	0.00048
CP011154.1	WR51_30165	ANC17180.1	0.085	0.085
CP011154.1	WR51_28825	ANC16945.1	0.044	0.044
CP011154.1	WR51_30165	ANC17180.1	0.0059	0.0059
CP011152.1	WR47_28505	ANC11056.1	2.4e-05	2.4e-05
CP011152.1	WR47_29405	ANC11218.1	0.23	0.23
CP011152.1	WR47_28505	ANC11056.1	0.00048	0.00048
CP011152.1	WR47_28505	ANC11056.1	0.085	0.085
CP011152.1	WR47_29840	ANC11290.1	0.044	0.044
CP011152.1	WR47_28505	ANC11056.1	0.0059	0.0059
NC_005707.1	BCE_RS27440	WP_000182855.1	0.037	0.037
NC_005707.1	BCE_RS27440	WP_000182855.1	0.14	0.14
CP012486.1	ACN91_27650	ALC55308.1	0.5	0.5
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	1.9e-06	1.9e-06
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	9e-14	9e-14
NZ_CP029457.1	FORC087_RS30650	WP_139895040.1	0.0044	0.0044
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	0.00021	0.00021
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	0.00022	0.00022
NZ_CP029457.1	FORC087_RS30650	WP_139895040.1	0.092	0.092
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	6.5e-149	6.5e-149
NZ_CP029457.1	FORC087_RS30650	WP_139895040.1	1.3e-66	1.3e-66
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	1.6e-30	1.6e-30
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	3.3e-05	3.3e-05
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	8.7e-09	8.7e-09
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	1.6e-33	1.6e-33
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	2.9e-36	2.9e-36
NZ_CP029457.1	FORC087_RS30650	WP_139895040.1	5.1e-14	5.1e-14
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	5e-133	5e-133
NZ_CP029457.1	FORC087_RS30655	WP_098661337.1	1.2e-129	1.2e-129
NZ_CP029456.1	FORC087_RS30025	WP_139894977.1	0.026	0.026
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	5.5e-124	5.5e-124
NZ_CP029455.1	FORC087_RS28460	WP_000229504.1	5.4e-07	5.4e-07
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	1.6e-56	1.6e-56
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	7.3e-11	7.3e-11
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	3.8e-12	3.8e-12
NZ_CP029455.1	FORC087_RS28460	WP_000229504.1	1.2e-29	1.2e-29
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	8.3e-10	8.3e-10
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	4.5e-29	4.5e-29
NZ_CP029455.1	FORC087_RS28555	WP_139894866.1	0.041	0.041
NZ_CP029455.1	FORC087_RS28465	WP_086391823.1	4.6e-81	4.6e-81
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	1.4e-73	1.4e-73
NZ_CP029455.1	FORC087_RS28515	WP_139894862.1	6.9e-29	6.9e-29
NZ_CP029455.1	FORC087_RS28455	WP_087965272.1	2.9e-55	2.9e-55
NZ_CP029455.1	FORC087_RS27835	WP_098562746.1	0.14	0.14
CP029455.1	FORC087_311	QDD87099.1	0.055	0.055
CP029455.1	FORC087_311	QDD87099.1	0.11	0.11
CP029455.1	FORC087_217	QDD87007.1	5.5e-124	5.5e-124
CP029455.1	FORC087_311	QDD87099.1	0.15	0.15
CP029455.1	FORC087_218	QDD87008.1	5.4e-07	5.4e-07
CP029455.1	FORC087_217	QDD87007.1	1.6e-56	1.6e-56
CP029455.1	FORC087_311	QDD87099.1	0.12	0.12
CP029455.1	FORC087_229	QDD87019.1	7.3e-11	7.3e-11
CP029455.1	FORC087_217	QDD87007.1	3.8e-12	3.8e-12
CP029455.1	FORC087_218	QDD87008.1	1.2e-29	1.2e-29
CP029455.1	FORC087_217	QDD87007.1	8.3e-10	8.3e-10
CP029455.1	FORC087_229	QDD87019.1	4.5e-29	4.5e-29
CP029455.1	FORC087_237	QDD87027.1	0.042	0.042
CP029455.1	FORC087_219	QDD87009.1	4.6e-81	4.6e-81
CP029455.1	FORC087_217	QDD87007.1	1.4e-73	1.4e-73
CP029455.1	FORC087_229	QDD87019.1	6.9e-29	6.9e-29
CP029455.1	FORC087_217	QDD87007.1	2.9e-55	2.9e-55
CP029455.1	FORC087_311	QDD87099.1	0.17	0.17
CP029455.1	FORC087_082	QDD86873.1	0.14	0.14
CP023246.1	CJ306_31145	ASZ69670.1	0.067	0.067
CP023246.1	CJ306_31310	ASZ69700.1	0.24	0.24
CP023246.1	CJ306_30645	ASZ69581.1	0.25	0.25
CP023246.1	CJ306_30750	ASZ69602.1	0.018	0.018
CP023246.1	CJ306_30850	ASZ69621.1	0.0023	0.0023
CP018741.1	FORC47_p130	ASL62482.1	0.022	0.022
CP018741.1	FORC47_p014	ASL62366.1	0.17	0.17
NC_007103.1	BCE33L_RS31865	WP_079995860.1	0.19	0.19
NC_007103.1	BCE33L_RS28095	WP_000810182.1	0.23	0.23
NC_007103.1	BCE33L_RS28995	WP_001068599.1	0.066	0.066
NC_007103.1	BCE33L_RS29770	WP_001118075.1	0.17	0.17
NC_007103.1	BCE33L_RS29770	WP_001118075.1	0.18	0.18
NC_007103.1	BCE33L_RS28185	WP_041185005.1	0.02	0.02
AP007211.1	BCN_C1_24	BAL21499.1	4e-118	4e-118
AP007211.1	BCN_C1_23	BAL21498.1	1.8e-19	1.8e-19
AP007211.1	BCN_C1_24	BAL21499.1	4.2e-15	4.2e-15
AP007211.1	BCN_C1_23	BAL21498.1	4.6e-13	4.6e-13
AP007211.1	BCN_C1_23	BAL21498.1	3e-20	3e-20
AP007211.1	BCN_C1_24	BAL21499.1	1.6e-07	1.6e-07
AP007211.1	BCN_C1_24	BAL21499.1	0.0021	0.0021
AP007211.1	BCN_C1_12	BAL21487.1	9.9e-07	9.9e-07
AP007211.1	BCN_C1_24	BAL21499.1	5.6e-11	5.6e-11
AP007211.1	BCN_C1_23	BAL21498.1	1.3e-123	1.3e-123
AP007211.1	BCN_C1_24	BAL21499.1	0.3	0.3
AP007211.1	BCN_C1_12	BAL21487.1	2.5e-25	2.5e-25
AP007211.1	BCN_C1_24	BAL21499.1	7.5e-08	7.5e-08
AP007211.1	BCN_C1_24	BAL21499.1	1.4e-16	1.4e-16
AP007211.1	BCN_C1_23	BAL21498.1	8e-10	8e-10
AP007211.1	BCN_C1_23	BAL21498.1	6.3e-08	6.3e-08
AP007211.1	BCN_C1_24	BAL21499.1	3.9e-07	3.9e-07
AP007211.1	BCN_C1_12	BAL21487.1	1e-32	1e-32
AP007211.1	BCN_C1_24	BAL21499.1	3.6e-28	3.6e-28
AP007211.1	BCN_C1_23	BAL21498.1	1.3e-32	1.3e-32
AP007211.1	BCN_C1_23	BAL21498.1	7.6e-25	7.6e-25
AP007211.1	BCN_C1_23	BAL21498.1	0.092	0.092
AP007211.1	BCN_C1_23	BAL21498.1	2.2e-05	2.2e-05
AP007211.1	BCN_C1_23	BAL21498.1	1.7e-20	1.7e-20
AP007210.1	BCN_P055	BAL21263.1	0.043	0.043
AP007210.1	BCN_P055	BAL21263.1	0.18	0.18
CP001170.1	BCH308197_B0078	ACI30645.1	0.37	0.37
CP009637.1	AK40_6238	AJI08588.1	3.1e-15	3.1e-15
CP009637.1	AK40_6238	AJI08588.1	2.2e-71	2.2e-71
CP009637.1	AK40_6238	AJI08588.1	6.8e-25	6.8e-25
CP009636.1	AK40_5848	AJI08457.1	0.13	0.13
CP009636.1	AK40_5914	AJI08365.1	0.038	0.038
CP009636.1	AK40_5837	AJI08489.1	0.073	0.073
CP009636.1	AK40_5914	AJI08365.1	0.25	0.25
CP000040.1	pE33L466_0109	AAY60274.1	0.23	0.23
CP000040.1	pE33L466_0300	AAY60450.1	0.066	0.066
CP000040.1	pE33L466_0467	AAY60600.1	0.18	0.18
CP000040.1	pE33L466_0467	AAY60600.1	0.19	0.19
CP000040.1	pE33L466_0129	AAY60291.1	0.015	0.015
CP000229.1	BCQ_PT39	ACM16001.1	1.6e-09	1.6e-09
CP000229.1	BCQ_PT39	ACM16001.1	0.00014	0.00014
CP000229.1	BCQ_PT40	ACM16002.1	2.1e-18	2.1e-18
CP000229.1	BCQ_PT39	ACM16001.1	5.6e-07	5.6e-07
CP000229.1	BCQ_PT39	ACM16001.1	8.2e-26	8.2e-26
CP000229.1	BCQ_PT39	ACM16001.1	5.1e-45	5.1e-45
CP000229.1	BCQ_PT39	ACM16001.1	4.2e-27	4.2e-27
CP000229.1	BCQ_PT40	ACM16002.1	4.1e-05	4.1e-05
CP000229.1	BCQ_PT39	ACM16001.1	0.00019	0.00019
CP000229.1	BCQ_PT38	ACM16000.1	0.00032	0.00032
CP000229.1	BCQ_PT26	ACM15988.1	1e-11	1e-11
CP000229.1	BCQ_PT38	ACM16000.1	1.6e-29	1.6e-29
CP000229.1	BCQ_PT40	ACM16002.1	5.6e-107	5.6e-107
CP000229.1	BCQ_PT39	ACM16001.1	4.3e-157	4.3e-157
CP000229.1	BCQ_PT39	ACM16001.1	1.8e-07	1.8e-07
CP000229.1	BCQ_PT26	ACM15988.1	8.5e-29	8.5e-29
CP000229.1	BCQ_PT36	ACM15998.1	4.6e-112	4.6e-112
CP000229.1	BCQ_PT39	ACM16001.1	7.5e-16	7.5e-16
CP000229.1	BCQ_PT39	ACM16001.1	3.6e-20	3.6e-20
CP000229.1	BCQ_PT39	ACM16001.1	1.5e-18	1.5e-18
CP000229.1	BCQ_PT40	ACM16002.1	7.9e-39	7.9e-39
CP000229.1	BCQ_PT26	ACM15988.1	7.9e-26	7.9e-26
CP000229.1	BCQ_PT39	ACM16001.1	5.2e-23	5.2e-23
CP000229.1	BCQ_PT39	ACM16001.1	2.8e-31	2.8e-31
CP000229.1	BCQ_PT39	ACM16001.1	4.5e-14	4.5e-14
CP000229.1	BCQ_PT39	ACM16001.1	0.0021	0.0021
CP000229.1	BCQ_PT39	ACM16001.1	8.5e-16	8.5e-16
CP000229.1	BCQ_PT39	ACM16001.1	2.4e-99	2.4e-99
CP001188.1	BCG9842_A0064	ACK98805.1	0.08	0.08
CP001187.1	BCG9842_0200	ACK98666.1	0.085	0.085
LYVD01000047.1	A9L49_30800	OBW84903.1	0.0012	0.0012
LYVD01000047.1	A9L49_30800	OBW84903.1	0.053	0.053
CP015730.1	DA68_27310	ANE89390.1	0.028	0.028
CP015730.1	DA68_27315	ANE89391.1	0.041	0.041
ABDA02000035.1	BCAH1134_C0156	EDZ49257.1	0.039	0.039
ABDA02000035.1	BCAH1134_C0188	EDZ49387.1	0.015	0.015
NZ_CP042875.1	FRY47_RS01600	WP_168455209.1	0.025	0.025
NZ_CP042875.1	FRY47_RS01765	WP_001056472.1	0.026	0.026
NZ_CP042875.1	FRY47_RS01690	WP_168455218.1	0.06	0.06
NZ_CP012486.1	ACN91_RS27615	WP_053565558.1	0.5	0.5
NZ_CP015591.1	A7A70_RS27570	WP_071680019.1	0.057	0.057
NZ_CP023246.1	CJ306_RS30355	WP_000609235.1	0.067	0.067
NZ_CP023246.1	CJ306_RS30520	WP_000579788.1	0.24	0.24
NZ_CP023246.1	CJ306_RS29845	WP_119684350.1	0.25	0.25
NZ_CP023246.1	CJ306_RS29955	WP_001056475.1	0.018	0.018
NZ_CP023246.1	CJ306_RS30055	WP_162900611.1	0.0022	0.0022
NC_016794.1	BCF_RS27435	WP_041184386.1	3.2e-12	3.2e-12
NC_016794.1	BCF_RS27440	WP_000810415.1	2.1e-12	2.1e-12
NC_016794.1	BCF_RS27435	WP_041184386.1	0.014	0.014
NC_016794.1	BCF_RS27440	WP_000810415.1	0.0014	0.0014
NC_016794.1	BCF_RS27435	WP_041184386.1	2.2e-61	2.2e-61
NC_016794.1	BCF_RS27430	WP_000182666.1	0.00078	0.00078
NC_016794.1	BCF_RS27430	WP_000182666.1	4.1e-104	4.1e-104
NC_016794.1	BCF_RS27440	WP_000810415.1	3.7e-56	3.7e-56
NC_016794.1	BCF_RS27435	WP_041184386.1	5.8e-32	5.8e-32
NC_016794.1	BCF_RS27420	WP_000746380.1	1.4e-95	1.4e-95
NC_016794.1	BCF_RS27435	WP_041184386.1	4.6e-72	4.6e-72
NC_016794.1	BCF_RS27435	WP_041184386.1	4.2e-33	4.2e-33
NC_016794.1	BCF_RS27440	WP_000810415.1	1.9e-15	1.9e-15
NC_016794.1	BCF_RS27435	WP_041184386.1	5.4e-144	5.4e-144
NC_016794.1	BCF_RS27275	WP_000627839.1	0.11	0.11
NC_016794.1	BCF_RS27435	WP_041184386.1	8.4e-16	8.4e-16
NC_016794.1	BCF_RS27435	WP_041184386.1	1.1e-09	1.1e-09
NC_016792.1	BCN_RS27530	WP_000182856.1	0.043	0.043
NC_016792.1	BCN_RS27530	WP_000182856.1	0.18	0.18
NC_016772.1	BCN_RS28600	WP_000091216.1	6.4e-124	6.4e-124
NC_016772.1	BCN_RS28595	WP_000169483.1	1.8e-19	1.8e-19
NC_016772.1	BCN_RS28600	WP_000091216.1	4.8e-15	4.8e-15
NC_016772.1	BCN_RS28595	WP_000169483.1	4.6e-13	4.6e-13
NC_016772.1	BCN_RS28595	WP_000169483.1	3e-20	3e-20
NC_016772.1	BCN_RS28600	WP_000091216.1	2.2e-10	2.2e-10
NC_016772.1	BCN_RS28600	WP_000091216.1	0.0023	0.0023
NC_016772.1	BCN_RS28530	WP_000763194.1	7.7e-07	7.7e-07
NC_016772.1	BCN_RS28600	WP_000091216.1	1.3e-17	1.3e-17
NC_016772.1	BCN_RS28595	WP_000169483.1	1.3e-123	1.3e-123
NC_016772.1	BCN_RS28600	WP_000091216.1	0.32	0.32
NC_016772.1	BCN_RS28530	WP_000763194.1	1.7e-23	1.7e-23
NC_016772.1	BCN_RS28600	WP_000091216.1	9.3e-08	9.3e-08
NC_016772.1	BCN_RS28600	WP_000091216.1	1.2e-16	1.2e-16
NC_016772.1	BCN_RS28595	WP_000169483.1	8e-10	8e-10
NC_016772.1	BCN_RS28595	WP_000169483.1	6.3e-08	6.3e-08
NC_016772.1	BCN_RS28600	WP_000091216.1	2.8e-12	2.8e-12
NC_016772.1	BCN_RS28530	WP_000763194.1	8.3e-33	8.3e-33
NC_016772.1	BCN_RS28600	WP_000091216.1	3.9e-28	3.9e-28
NC_016772.1	BCN_RS28595	WP_000169483.1	1.3e-32	1.3e-32
NC_016772.1	BCN_RS28595	WP_000169483.1	7.6e-25	7.6e-25
NC_016772.1	BCN_RS28595	WP_000169483.1	0.092	0.092
NC_016772.1	BCN_RS28595	WP_000169483.1	2.2e-05	2.2e-05
NC_016772.1	BCN_RS28595	WP_000169483.1	1.7e-20	1.7e-20
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	4.3e-05	4.3e-05
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	9.7e-13	9.7e-13
NZ_CP014487.1	FORC21_RS28510	WP_072770135.1	6e-28	6e-28
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	0.00068	0.00068
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	3.2e-05	3.2e-05
NZ_CP014487.1	FORC21_RS28510	WP_072770135.1	0.0049	0.0049
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	2.6e-148	2.6e-148
NZ_CP014487.1	FORC21_RS28510	WP_072770135.1	1.8e-83	1.8e-83
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	5.1e-27	5.1e-27
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	0.00022	0.00022
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	3.7e-08	3.7e-08
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	7e-30	7e-30
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	1.6e-34	1.6e-34
NZ_CP014487.1	FORC21_RS28510	WP_072770135.1	3e-37	3e-37
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	1.8e-130	1.8e-130
NZ_CP014487.1	FORC21_RS28515	WP_077393206.1	1.7e-132	1.7e-132
NZ_CP009595.1	BG11_RS01575	WP_000520256.1	0.11	0.11
NZ_CP009595.1	BG11_RS01670	WP_033693697.1	0.46	0.46
NZ_CP009595.1	BG11_RS01600	WP_000442644.1	0.085	0.085
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	2.3e-12	2.3e-12
NZ_CP009594.1	BG11_RS00345	WP_000810408.1	8.2e-15	8.2e-15
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	2.3e-07	2.3e-07
NZ_CP009594.1	BG11_RS00345	WP_000810408.1	0.0033	0.0033
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	4.5e-61	4.5e-61
NZ_CP009594.1	BG11_RS00355	WP_042631171.1	0.0002	0.0002
NZ_CP009594.1	BG11_RS00055	-	1.1e-12	1.1e-12
NZ_CP009594.1	BG11_RS00355	WP_042631171.1	5e-106	5e-106
NZ_CP009594.1	BG11_RS00345	WP_000810408.1	4.4e-56	4.4e-56
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	5e-34	5e-34
NZ_CP009594.1	BG11_RS00055	-	3.7e-23	3.7e-23
NZ_CP009594.1	BG11_RS00365	WP_042631173.1	1.1e-122	1.1e-122
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	0.00014	0.00014
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	1.1e-70	1.1e-70
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	6.9e-36	6.9e-36
NZ_CP009594.1	BG11_RS00345	WP_000810408.1	6.8e-17	6.8e-17
NZ_CP009594.1	BG11_RS00055	-	6.1e-28	6.1e-28
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	1.5e-140	1.5e-140
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	4.7e-17	4.7e-17
NZ_CP009594.1	BG11_RS00350	WP_000178976.1	2.8e-10	2.8e-10
NZ_CP009606.1	BF33_RS28585	WP_000520256.1	0.11	0.11
NZ_CP009606.1	BF33_RS28680	WP_033693697.1	0.46	0.46
NZ_CP009606.1	BF33_RS28610	WP_000442644.1	0.085	0.085
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	2.3e-12	2.3e-12
NZ_CP009603.1	BF33_RS00130	WP_000810408.1	8.2e-15	8.2e-15
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	2.3e-07	2.3e-07
NZ_CP009603.1	BF33_RS00130	WP_000810408.1	0.0033	0.0033
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	4.5e-61	4.5e-61
NZ_CP009603.1	BF33_RS00140	WP_042631171.1	0.0002	0.0002
NZ_CP009603.1	BF33_RS00200	-	1.1e-12	1.1e-12
NZ_CP009603.1	BF33_RS00140	WP_042631171.1	5e-106	5e-106
NZ_CP009603.1	BF33_RS00130	WP_000810408.1	4.4e-56	4.4e-56
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	5e-34	5e-34
NZ_CP009603.1	BF33_RS00200	-	3.7e-23	3.7e-23
NZ_CP009603.1	BF33_RS00150	WP_042631173.1	1.1e-122	1.1e-122
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	0.00014	0.00014
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	1.1e-70	1.1e-70
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	6.9e-36	6.9e-36
NZ_CP009603.1	BF33_RS00130	WP_000810408.1	6.8e-17	6.8e-17
NZ_CP009603.1	BF33_RS00200	-	6.1e-28	6.1e-28
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	1.5e-140	1.5e-140
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	4.7e-17	4.7e-17
NZ_CP009603.1	BF33_RS00135	WP_000178976.1	2.8e-10	2.8e-10
NZ_CP009639.1	AK40_RS02850	WP_001995991.1	0.056	0.056
NZ_CP009639.1	AK40_RS03100	-	0.03	0.03
NZ_CP009639.1	AK40_RS02260	WP_001995749.1	0.29	0.29
NZ_CP009639.1	AK40_RS03200	WP_000588996.1	0.078	0.078
NZ_CP009638.1	AK40_RS01375	-	3.6e-13	3.6e-13
NZ_CP009638.1	AK40_RS01390	WP_000810415.1	2.1e-12	2.1e-12
NZ_CP009638.1	AK40_RS01375	-	5.3e-05	5.3e-05
NZ_CP009638.1	AK40_RS01375	-	0.007	0.007
NZ_CP009638.1	AK40_RS01390	WP_000810415.1	0.0014	0.0014
